Ticker,EPS,P/E Ratio,PEG Ratio,P/B Ratio,ROE,P/B Ratio,Operating Margin,EBITDA,Industry
IDEXF,2.29,24.737993,2.7,10.688679,0.34960997,10.688679,0.19590999,8546483200.0,Apparel Retail
HBGRY,0.23,1.8695652,1.05,0.27831715,-0.02564,0.27831715,-0.06965,43000000.0,Specialty Industrial Machinery
GPAGF,1.3,13.73077,701.71,3.338945,0.27547002,3.338945,0.14037,1064678976.0,Packaged Foods
GMBXF,0.59,8.779661,1.06,2.0023193,0.19102,2.0023193,0.44807997,7826750976.0,Other Industrial Metals & Mining
EMBVF,0.64,13.34375,440.74,0.1133844,0.14947,0.1133844,0.16396,43706966016.0,Beverages—Non-Alcoholic
ELPQF,11.82,0.58714044,1.31,0.05871156,0.14932999,0.05871156,0.13125,33561511936.0,Department Stores
EBAY,5.19,11.196532,1.35,5.16763,0.35851002,5.16763,0.23098,2619000064.0,Internet Retail
EXPE,14.3,11.1468525,0.65,23.454973,0.25459,23.454973,0.13772,1776000000.0,Travel Services
NEE,3.68,21.01902,2.84,3.178027,0.09887999,3.178027,0.35562,14577999872.0,Utilities—Regulated Electric
FCEL,-0.19,-1.8357896,-0.09,0.28590164,-0.19386,0.28590164,-1.4187399,-118620000.0,Electrical Equipment & Parts
EOG,11.08,10.9061365,1.43,2.359465,0.27056998,2.359465,0.35377,13500000256.0,Oil & Gas E&P
EXPD,5.31,22.421844,5.03,7.6932025,0.28525,7.6932025,0.091809995,921294976.0,Integrated Freight & Logistics
SU,3.14,11.971337,1.18,1.0776949,0.17679001,1.0776949,0.18357,16428999680.0,Oil & Gas Integrated
NRG,6.4,13.55,3.78,6.0524845,0.59641,6.0524845,0.21415001,3696999936.0,Utilities—Independent Power Producers
ICE,6.84,22.608187,2.39,3.2594216,0.09408,3.2594216,0.48531,5560999936.0,Financial Data & Stock Exchanges
WEC,5.22,18.30843,3.35,2.5024219,0.105220005,2.5024219,0.2059,3514899968.0,Utilities—Regulated Electric
EXEL,1.65,20.678787,1.8,4.2853556,0.202,4.2853556,0.34814999,635964032.0,Biotechnology
PEG,4.11,21.243307,5.68,2.7477577,0.10694,2.7477577,0.24763,3620999936.0,Utilities—Regulated Electric
EQR,1.69,40.89941,-31.31,2.4196599,0.08361,2.4196599,0.29834,1796182016.0,REIT—Residential
XEL,3.83,17.412533,2.79,1.9784621,0.10262,1.9784621,0.25165,5510000128.0,Utilities—Regulated Electric
EIX,5.66,14.333922,2.05,2.240665,0.07411,2.240665,0.20265,6464999936.0,Utilities—Regulated Electric
SRE,5.14,15.885215,2.96,1.8075756,0.1042,1.8075756,0.17934,5040000000.0,Utilities—Diversified
EQIX,13.05,68.06896,7.91,6.3077836,0.08267,6.3077836,0.15682,3352907008.0,REIT—Specialty
EGHT,0.41,5.365854,0.58,1.6212233,-0.59731,1.6212233,-0.24517,11945000.0,Software—Application
ESI,1.62,16.790123,1.47,2.6994839,0.11321,2.6994839,0.14729,497700000.0,Specialty Chemicals
NUS,1.07,5.9252334,1.18,0.45922065,-0.18775,0.45922065,0.054190002,176266000.0,Household & Personal Products
EDU,4.32,14.511573,66.41,2.6042705,0.09543,2.6042705,0.20423001,541300224.0,Education & Training Services
HLX,0.76,12.078948,0.26,0.889018,0.00463,0.889018,0.13007,274044992.0,Oil & Gas Equipment & Services
EFX,9.41,28.096708,2.03,6.672977,0.11927,6.672977,0.17138,1697699968.0,Consulting Services
ECL,7.52,32.522606,2.19,10.425868,0.25164,10.425868,0.14715,3538599936.0,Specialty Chemicals
UEIC,0.82,10.182927,-14.68,0.6779799,-0.24074,0.6779799,-0.03204,6486000.0,Consumer Electronics
ES,4.79,13.292275,3.44,1.5234244,-0.00548,1.5234244,0.24965,4027567104.0,Utilities—Regulated Electric
ERIC,0.52,16.288464,11.89,0.32578176,-0.01149,0.32578176,0.11813,-4271000064.0,Communication Equipment
ENB,2.16,18.712961,5.75,1.5720897,0.08574,1.5720897,0.20475,13994999808.0,Oil & Gas Midstream
EXR,4.82,33.42946,6.36,2.4379284,0.05568,2.4379284,0.45147,2244666880.0,REIT—Industrial
ENR,3.53,9.172805,1.33,18.836535,0.07027,18.836535,0.15897,569600000.0,Electrical Equipment & Parts
EC,1.77,4.293785,-0.73,0.0042378767,0.20503001,0.0042378767,0.2928,54681627787264.0,Oil & Gas Integrated
EPAM,10.97,17.24886,3.0,3.1708953,0.12299,3.1708953,0.10759,625980032.0,Information Technology Services
ENV,3.18,19.754717,1.57,6.718716,-0.41406,6.718716,0.0295,143160992.0,Software—Application
STRA,5.58,15.525089,1.24,1.2584802,0.07153,1.2584802,0.14064999,210826000.0,Education & Training Services
ERII,0.55,33.69091,2.48,4.585499,0.09060001,4.585499,0.18290001,18800000.0,Pollution & Treatment Controls
E,3.61,8.393352,0.4,1.876161,0.04839,1.876161,0.06909,16401999872.0,Oil & Gas Integrated
SXC,0.69,14.231884,1.4,1.2538304,0.13956,1.2538304,0.09631,268100000.0,Coking Coal
ENSG,6.14,25.13518,1.88,5.0247445,0.14957,5.0247445,0.08258,359992992.0,Medical Care Facilities
NPO,8.24,17.878643,3.93,2.160086,0.02997,2.160086,0.1769,235700000.0,Specialty Industrial Machinery
GEL,0.75,14.733334,-1.97,3.5645163,0.0172,3.5645163,0.070300005,549619008.0,Oil & Gas Midstream
ENS,9.75,9.989744,0.78,2.167913,0.15591,2.167913,0.11389,503014016.0,Electrical Equipment & Parts
EME,21.75,20.83724,21.95,7.5582867,0.36772,7.5582867,0.098400004,1375430016.0,Engineering & Construction
EDAP,-0.52,-5.5,-1.51,2.234375,-0.35484,2.234375,-0.38926998,-14527000.0,Medical Distribution
LE,0.56,28.732143,2.31,2.220229,-0.44812,2.220229,0.01521,65362000.0,Apparel Retail
HE,1.3,7.861539,1.45,1.0387235,-0.68373,1.0387235,-1.91416,-1153976960.0,Utilities—Regulated Electric
EXP,16.97,16.941072,2.36,6.734995,0.35321,6.734995,0.2982,779331968.0,Building Materials
ENPH,3.69,22.639566,3.86,12.116026,0.06312,12.116026,0.1325,102900000.0,Solar
ENLC,0.8,18.387499,0.4,7.2463055,0.10813,7.2463055,0.09053001,1306000000.0,Oil & Gas Midstream
EXTR,0.99,15.242424,0.97,60.846775,-1.77254,60.846775,-0.0127799995,-49122000.0,Communication Equipment
KOS,0.74,4.972973,0.25,1.5200331,0.25254,1.5200331,0.38232,1215645056.0,Oil & Gas E&P
EXPO,2.11,45.208534,3.05,11.898465,0.27842,11.898465,0.20663999,120537000.0,Engineering & Construction
ESS,6.04,45.85596,9.3,3.275813,0.10176,3.275813,0.30375,1109452032.0,REIT—Residential
ESGR,40.0,8.0435,0.81,0.8302667,0.16827999,0.8302667,0.70338994,797500032.0,Insurance—Diversified
EPR,2.66,16.857141,2.49,1.4127729,0.08180001,1.4127729,0.53132,511100992.0,REIT—Specialty
GTE,-1.46,-4.2191777,0.68,0.4540094,0.12503,0.4540094,0.24452999,394424992.0,Oil & Gas E&P
PTEN,-0.02,-371.0,-0.13,0.8122605,-0.20235,0.8122605,0.0113,1382363008.0,Oil & Gas Drilling
PETS,-0.04,-104.75,-2562.5,0.91986835,-0.026029998,0.91986835,0.0844,5369000.0,Pharmaceutical Retailers
ERJ,2.04,16.279411,1.15,1.532887,0.13032,1.532887,0.08565,2322322944.0,Aerospace & Defense
EIG,3.66,13.062841,1.32,1.0816253,0.13506,1.0816253,0.16384001,176300000.0,Insurance—Specialty
MEI,0.82,11.012195,-1.66,0.42753655,-0.16997999,0.42753655,-0.026689999,47200000.0,Electronic Components
LECO,9.38,21.508528,2.68,8.521647,0.37627,8.521647,0.17256,771980992.0,Tools & Accessories
EZPW,1.24,9.322581,0.29,0.7895636,0.10146,0.7895636,0.07879,140552000.0,Credit Services
EXLS,1.89,22.037039,1.72,7.3834434,0.21309,7.3834434,0.14718,287334016.0,Information Technology Services
ESLT,8.5,26.907059,2.68,3.3668482,0.083730005,3.3668482,0.07163,568564992.0,Aerospace & Defense
FET,1.12,12.464286,-1.18,0.38716477,-0.11289,0.38716477,0.04524,82992000.0,Oil & Gas Equipment & Services
EGY,0.58,9.034483,3.76,1.1013031,0.18185,1.1013031,0.17688999,281820992.0,Oil & Gas E&P
WERN,1.43,26.251749,13.34,1.6018091,0.02977,1.6018091,0.02011,339809984.0,Trucking
ESE,4.81,26.609148,2.01,2.7612615,0.08659001,2.7612615,0.088149995,193608000.0,Scientific & Technical Instruments
EEFT,9.7,10.148454,0.76,3.4370308,0.26396,3.4370308,0.16574,612499968.0,Software—Infrastructure
PLUS,5.87,15.183987,3.39,2.5770543,0.12594,2.5770543,0.06514,174622000.0,Software—Application
NSIT,11.79,14.606447,2.24,3.140971,0.17881,3.140971,0.048899997,569793024.0,Electronics & Computer Distribution
ELMD,0.61,37.54098,2.38,4.440566,0.12529,4.440566,0.15743,7422000.0,Medical Devices
EHTH,-0.01,-486.00003,0.25,0.25944906,-0.0341,0.25944906,-0.37846002,-14296000.0,Insurance Brokers
EBF,1.41,14.35461,2.61,1.4663478,0.117019996,1.4663478,0.13350001,68865000.0,Business Equipment & Supplies
VNOM,2.1,24.838097,0.61,4.3758388,0.21511999,4.3758388,0.74714,849401984.0,Oil & Gas Midstream
PAM,8.05,8.2012415,1.13,0.032730658,0.30508,0.032730658,0.27777,814131052544.0,Utilities—Independent Power Producers
LEE,0.57,31.666666,-2.95,28.159126,-1.46224,28.159126,0.041020002,78435000.0,Publishing
UE,0.23,95.608696,13.98,2.189149,0.23515,2.189149,0.2565,233460000.0,REIT—Retail
MGIC,1.02,10.950981,2.03,2.0140643,0.14377,2.0140643,0.11270001,68584000.0,Information Technology Services
ESRT,0.17,61.70588,34.64,0.9938417,0.04434,0.9938417,0.22719,332870016.0,REIT—Diversified
ENTG,4.24,25.247644,1.42,4.610051,0.05373,4.610051,0.16099001,901438016.0,Semiconductor Equipment & Materials
ELS,1.96,35.367348,5.24,9.067365,0.25441,9.067365,0.32351002,705553984.0,REIT—Residential
RELL,0.83,16.662651,2.08,1.250339,-0.00361,1.250339,0.0058399998,3613000.0,Electronic Components
NEP,2.18,8.830275,0.68,0.5275563,-0.01406,0.5275563,0.10972,662000000.0,Utilities—Renewable
HEES,3.86,13.445597,-5.41,3.1378477,0.26488,3.1378477,0.15331,303555008.0,Rental & Leasing Services
VET,0.95,9.747369,2.3,0.51743406,-0.24826999,0.51743406,-0.06809,1250445056.0,Oil & Gas E&P
ESEA,12.52,3.2915335,0.63,0.9043825,0.4384,0.9043825,0.62404,132524704.0,Marine Shipping
EDR,2.35,12.548937,0.69,2.042951,-0.03378,2.042951,0.06366,314316992.0,Entertainment
RUSHA,4.08,14.083333,-3.11,2.1791565,0.15306,2.1791565,0.06337,703481024.0,Auto & Truck Dealerships
PFIE,0.18,13.944444,0.74,1.9594067,0.1555,1.9594067,0.17094,10753078.0,Oil & Gas Equipment & Services
EVO,-0.09,-43.11111,-0.04,0.6801052,-0.15618,0.6801052,-0.1985,108437000.0,Drug Manufacturers—Specialty & Generic
EVH,1.73,13.560693,0.58,2.5538862,-0.059439998,2.5538862,0.01461,136256992.0,Health Information Services
EGP,4.82,35.51867,4.77,2.9692838,0.08926,2.9692838,0.3959,412092000.0,REIT—Industrial
REI,0.41,3.585366,0.1,0.35636365,0.09162,0.35636365,0.41868,225535872.0,Oil & Gas E&P
EDIT,-2.65,-1.0981132,-0.58,1.0337478,-0.61226004,1.0337478,-140.16179,-207208992.0,Biotechnology
HTLD,0.21,51.95238,-0.74,1.0370722,-0.027,1.0370722,-0.0293,152258000.0,Trucking
EVRI,0.75,17.773333,1.42,4.6204505,0.17329,4.6204505,0.15722999,293064000.0,Gambling
VEOEY,2.4,6.595833,0.84,1.3061056,0.10241,1.3061056,0.07091,5200000000.0,Waste Management
ESNT,7.12,7.5519667,1.47,1.0123317,0.14104,1.0123317,0.71356004,908872000.0,Insurance—Specialty
OEC,2.23,6.9058294,0.46,1.7834394,0.16176,1.7834394,0.085530005,291100000.0,Specialty Chemicals
SEOAY,0.86,13.0,12.44,0.814394,-0.01197,0.814394,0.05086,694000000.0,Paper & Paper Products
GDEN,1.1,26.718182,1.11,1.5438356,0.60508996,1.5438356,0.08562,153063008.0,Resorts & Casinos
ESLOY,4.17,28.124699,19.53,1.3690698,0.06206,1.3690698,0.14823,5469000192.0,Medical Instruments & Supplies
ENGGF,1.03,14.029126,-2.52,1.4808362,0.124560006,1.4808362,0.19968,542595968.0,Utilities—Regulated Gas
WHGPF,0.05,15.566,8.31,0.86863834,0.01833,0.86863834,0.0046,112852000.0,Department Stores
SIBN,-0.75,-17.986666,-1.74,3.3996975,-0.23878,3.3996975,-0.25215,-40609000.0,Medical Devices
SBGSF,10.46,24.808796,7.44,5.261984,0.14938,5.261984,0.17047001,6979999744.0,Specialty Industrial Machinery
GLPEF,1.21,15.454546,1.16,3.2097495,0.28812,3.2097495,0.11319,3204999936.0,Oil & Gas Integrated
EBR-B,0.15,47.0,1.67,0.13906698,0.03937,0.13906698,0.31401,12849275904.0,Utilities—Renewable
FCX,2.16,21.106482,2.88,3.6373065,0.16870001,3.6373065,0.28542,9797999616.0,Copper
FSLR,20.91,9.801052,0.3,2.8893275,0.17964001,2.8893275,0.36275002,1716966016.0,Solar
PRU,14.7,8.25034,1.03,1.4192264,0.13773,1.4192264,0.05388,5557333504.0,Insurance—Life
FFIV,15.4,15.077922,1.66,4.310617,0.19117,4.310617,0.25844,782097984.0,Software—Infrastructure
FL,2.08,11.519231,0.63,0.78439075,-0.11882,0.78439075,-0.00053,337000000.0,Apparel Retail
FLEX,2.79,12.7168455,0.71,2.8365846,0.15442,2.8365846,0.048130002,1599000064.0,Electronic Components
FIS,5.64,15.797873,-29.27,2.8711371,0.03136,2.8711371,0.22137,3548000000.0,Information Technology Services
TSN,3.5,16.674286,0.43,1.148819,0.00081,1.148819,0.0334,2556000000.0,Farm Products
PFG,8.44,9.736967,0.95,1.676835,-0.01274,1.676835,-0.079629995,-15100000.0,Asset Management
FTNT,2.25,35.022224,2.51,209.01857,4.30883,209.01857,0.30398,1558700032.0,Software—Infrastructure
TMO,23.49,23.751383,4.1,4.3519835,0.12944001,4.3519835,0.18051,10583000064.0,Diagnostics & Research
FTI,1.96,13.408163,0.13,3.4303617,0.19940001,3.4303617,0.12213001,1351500032.0,Oil & Gas Equipment & Services
FRO,3.73,5.1983914,-0.47,1.7790623,0.2518,1.7790623,0.36766997,936528000.0,Oil & Gas Midstream
FLWS,0.31,26.645163,2.6,1.2235225,-0.02066,1.2235225,-0.19406,56451000.0,Specialty Retail
GNW,0.93,7.0752687,1.59,0.33760902,0.01816,0.33760902,0.09677,426500000.0,Insurance—Life
UFCS,1.62,12.030864,1.51,0.679615,0.052399997,0.679615,-0.00767,60152000.0,Insurance—Property & Casualty
SFM,4.12,31.604372,1.85,9.695458,0.28558,9.695458,0.06293,608200000.0,Grocery Stores
UFPI,7.81,15.759283,1.02,2.3450956,0.14729,2.3450956,0.07271,682664000.0,Lumber & Wood Production
UNFI,1.04,19.788462,-2.83,0.7461929,-0.06499,0.7461929,0.0055199997,466000000.0,Food Distribution
FLO,1.31,16.946566,4.33,3.298663,0.09035,3.298663,0.07275,505616992.0,Packaged Foods
IFF,4.65,21.275269,1.78,1.7744018,-0.14678,1.7744018,0.08688,1820999936.0,Specialty Chemicals
FTK,0.42,12.071429,1.84,1.4083334,0.06783,1.4083334,0.04784,9157000.0,Oil & Gas Equipment & Services
FARO,0.9,19.655556,0.97,1.3379216,-0.05668,1.3379216,0.02882,18771000.0,Scientific & Technical Instruments
SLF,5.3,10.490565,4.03,1.437584,0.13647,1.437584,0.12478,4807000064.0,Insurance—Diversified
GFI,1.91,8.497382,1.5,3.116958,0.14973,3.116958,0.30726,1893299968.0,Gold
FRT,3.08,35.853897,3.16,3.1782992,0.09324,3.1782992,0.35044998,739025984.0,REIT—Retail
FDS,18.67,24.574183,5.63,9.1048,0.30411,9.1048,0.23386,831163008.0,Financial Data & Stock Exchanges
LPLA,18.59,15.1054325,1.41,7.5786033,0.41355,7.5786033,0.14071,2081486976.0,Capital Markets
HIG,11.62,9.474182,0.87,1.9201186,0.19740999,1.9201186,0.14918,4254000128.0,Insurance—Property & Casualty
SFL,0.95,11.178947,-1.24,1.2911854,0.12133,1.2911854,0.32996,510817984.0,Marine Shipping
FN,11.3,21.462831,2.7,5.021533,0.18428,5.021533,0.09784,326011008.0,Electronic Components
RACE,9.69,49.20124,2.38,27.646273,0.47667,27.646273,0.29742,2048621952.0,Auto Manufacturers
GIFI,0.02,272.0,0.24,1.0365853,-0.18876,1.0365853,0.01413,-22637000.0,Metal Fabrication
FR,1.59,33.157234,2.92,2.6505783,0.1193,2.6505783,0.41818002,441243008.0,REIT—Industrial
VOYA,9.82,8.143585,0.57,1.9592806,0.15583,1.9592806,0.18396,1375000064.0,Financial Conglomerates
THS,3.04,12.111842,1.33,1.2304094,-0.0074299998,1.2304094,0.04578,290300000.0,Packaged Foods
FRPT,1.15,116.25218,1.94,6.5084467,0.02589,6.5084467,-0.0069999998,78052000.0,Packaged Foods
FORM,1.68,23.065477,1.62,3.1407034,0.1512,3.1407034,0.0884,79899000.0,Semiconductor Equipment & Materials
FOR,3.93,7.9465647,2.07,0.9923421,0.1372,0.9923421,0.18118,243866672.0,Real Estate—Development
FNF,6.09,9.655172,-1.19,2.2111082,0.13303,2.2111082,0.16463,2091000064.0,Insurance—Specialty
GSM,0.47,8.957447,0.75,0.90968025,0.08087,0.90968025,0.098780006,230119008.0,Other Industrial Metals & Mining
FORR,1.63,8.95092,1.44,1.1728296,0.00614,1.1728296,0.09354,23125000.0,Consulting Services
FATE,-1.68,-1.4464287,0.04,0.69687414,-0.42103,0.69687414,-6.65727,-163438000.0,Biotechnology
FI,10.19,19.828264,1.39,4.1500635,0.10618,4.1500635,0.30719,8766000128.0,Information Technology Services
FRSH,0.41,29.390245,1.18,3.2523618,-0.09446,3.2523618,-0.25146,-147516000.0,Software—Application
FIVN,2.53,12.237154,0.86,4.398977,-0.106979996,4.398977,-0.07682,-26151000.0,Software—Infrastructure
LWAY,1.37,19.029198,2.71,5.6710896,0.22618,5.6710896,0.10957,22967000.0,Packaged Foods
FLL,-0.18,-28.5,-0.41,3.003513,-0.38654,3.003513,0.0315,44993000.0,Resorts & Casinos
NIO,-0.85,-5.9999995,6.72,0.6503443,-1.04785,0.6503443,-0.29860002,-18416183296.0,Auto Manufacturers
NOMD,2.1,8.395238,0.87,1.0728412,0.07823,1.0728412,0.14977999,464200000.0,Packaged Foods
FUJIY,0.8,14.625,1.91,0.0041783415,0.07982,0.0041783415,0.08303001,440424988672.0,Conglomerates
FQVLF,0.42,31.166668,-35.76,0.958553,-0.17265,0.958553,0.29163,1407000064.0,Copper
FOUR,4.82,18.786306,0.8,8.222102,0.20682,8.222102,0.08851,412700000.0,Software—Infrastructure
FANUY,0.67,19.970148,4.92,0.007424638,0.083950005,0.007424638,0.22104,199281000448.0,Specialty Industrial Machinery
FRCOY,0.88,36.238636,121434.0,0.004850852,0.19972,0.004850852,0.14093,703874990080.0,Apparel Retail
FEEXF,0.09,9.873333,1.07,0.48346028,-0.047709998,0.48346028,0.07719,102981000.0,Steel
PARA,1.48,7.4189186,0.15,0.44394127,-0.29097998,0.44394127,0.10729,2979000064.0,Entertainment
GILD,7.25,12.346208,3.9,6.100736,0.05263,6.100736,0.38717,13461999616.0,Drug Manufacturers—General
MRVL,2.5,33.907997,2.64,5.1692176,-0.06528,5.1692176,-0.075729996,996499968.0,Semiconductors
VOD,0.84,11.130953,1.59,4.223126,0.025020001,4.223126,0.09462,8386999808.0,Telecom Services
GSK,4.39,8.400911,1.89,10.74279,0.21847,10.74279,0.08325,9256999936.0,Drug Manufacturers—General
GIS,4.7,14.519149,4.49,4.088921,0.24168,4.088921,0.175,4214599936.0,Packaged Foods
UNH,29.97,18.937605,1.74,5.2845926,0.15252,5.2845926,0.08637,35035000832.0,Healthcare Plans
GRPN,0.58,17.810345,-3.27,10.197433,-4.26555,10.197433,-0.00855,26362000.0,Internet Content & Information
GPRO,0.03,45.666668,-0.31,1.1331679,-1.05061,1.1331679,-0.23031999,-87200000.0,Consumer Electronics
GRMN,7.16,27.67877,3.17,5.0725636,0.21909,5.0725636,0.27583,1596897024.0,Scientific & Technical Instruments
TROW,9.31,12.036519,17.1,2.6401224,0.18722,2.6401224,0.32579,2626400000.0,Asset Management
Z,1.91,31.3089,7.51,3.074392,-0.03138,3.074392,-0.06643,-134000000.0,Internet Content & Information
IGT,1.7,12.088235,17.22,2.7617254,0.16097,2.7617254,0.24475999,1604999936.0,Gambling
SPG,6.39,26.244131,2.76,18.329872,0.8296,18.329872,0.51712,4271028992.0,REIT—Retail
IT,13.08,38.50841,3.71,60.365532,1.34407,60.365532,0.20005,1297021056.0,Information Technology Services
GWW,42.16,26.211336,5.19,13.9853945,0.52611,13.9853945,0.15634,2836999936.0,Industrial Distribution
RGLD,6.4,22.726562,1.21,3.6837704,0.10985,3.6837704,0.50526,517396000.0,Gold
NGD,0.34,8.1470585,0.22,2.1966693,0.021370001,2.1966693,0.25714,354900000.0,Gold
GPRE,0.75,15.919999,-0.72,0.82498443,-0.0152,0.82498443,0.043759998,75957000.0,Chemicals
OMC,8.64,11.699074,1.6,4.9908657,0.33923998,4.9908657,0.15456,2420600064.0,Advertising Agencies
MLNK,0.43,51.65116,60.33,3.82865,-0.091639996,3.82865,0.02231,59925000.0,Software—Application
GGG,3.08,26.792208,2.69,5.543091,0.20729,5.543091,0.27892,647113984.0,Specialty Industrial Machinery
RDN,3.71,8.536388,4.44,1.0679481,0.13949001,1.0679481,0.67006,962488000.0,Insurance—Specialty
MEG,-0.37,-69.48648,0.08,1.9575148,-0.06449,1.9575148,-0.00827,30364000.0,Waste Management
GES,2.82,6.01773,1.54,1.7764052,0.35018003,1.7764052,0.05301,297880992.0,Apparel Retail
GEO,1.24,11.653226,1.1,1.5321811,0.03164,1.5321811,0.13199,452718016.0,Security & Protection Services
GOLD,1.86,10.241935,2.25,1.413834,0.07199,1.413834,0.32606,5287000064.0,Gold
HCSG,0.84,13.273809,2.1,1.6719147,0.10975,1.6719147,0.03861,66880000.0,Medical Care Facilities
OGS,4.19,16.71599,3.68,1.4036072,0.08116999,1.4036072,0.19758,673465024.0,Utilities—Regulated Gas
GEVO,-0.28,-8.0,-0.3,1.0031347,-0.13393,1.0031347,-4.56825,-70827000.0,Specialty Chemicals
MYGN,0.27,66.62962,-26.78,2.2084458,-0.21034001,2.2084458,-0.11773,-49000000.0,Diagnostics & Research
LBTYA,-2.28,-8.995614,0.16,0.39504606,-0.20661,0.39504606,0.05886,2185799936.0,Telecom Services
UNM,9.0,7.124445,0.83,1.0802433,0.17122,1.0802433,0.27327,2565400064.0,Insurance—Life
GPN,12.83,8.140296,0.76,1.164754,0.06064,1.164754,0.20041001,4040036096.0,Specialty Business Services
TAL,0.49,22.489796,0.11,1.7751288,0.019609999,1.7751288,0.07689,11502000.0,Education & Training Services
MDXG,0.31,22.354837,1.63,5.625,0.62473,5.625,0.13633999,67507000.0,Biotechnology
G,3.38,11.343195,1.42,2.9222562,0.30339,2.9222562,0.14475,752281984.0,Information Technology Services
MOV,2.54,7.303149,1.35,0.8176488,0.07324,0.8176488,0.019019999,47771000.0,Luxury Goods
MG,0.9,9.7,2.01,1.3191296,0.057690002,1.3191296,0.071890004,71112000.0,Security & Protection Services
GOGO,0.51,13.058824,2.81,16.243902,2.17921,16.243902,0.21244,129646000.0,Telecom Services
GCO,1.96,12.714286,3.94,0.525683,-0.01377,0.525683,-0.0182,60676000.0,Apparel Retail
GEF,4.82,13.049792,1.48,1.4427267,0.13734001,1.4427267,0.088570006,707500032.0,Packaging & Containers
HSON,1.96,7.6795917,-3.31,0.9728542,-0.04645,0.9728542,-0.00524,-1877000.0,Staffing & Employment Services
NGG,5.13,12.526316,2.61,8.003488,0.07458,8.003488,0.31617,7274999808.0,Utilities—Regulated Electric
KRG,0.34,75.88235,16.24,1.6920251,-0.0027,1.6920251,0.21405001,470502016.0,REIT—Retail
HCI,12.49,8.968775,0.79,2.5981073,0.46251,2.5981073,-0.03595,244704000.0,Insurance—Property & Casualty
GLNG,1.93,18.616581,-0.66,1.7913052,0.07077,1.7913052,0.44654,204208000.0,Oil & Gas Midstream
GILT,0.35,15.028572,2.09,1.0606978,0.07388,1.0606978,0.03642,38318000.0,Communication Equipment
TPH,4.56,8.881579,-0.98,1.1663067,0.15015,1.1663067,0.12732,615881024.0,Residential Construction
THRM,3.2,13.521875,0.61,2.0286932,0.102539994,2.0286932,0.09421,181132992.0,Auto Parts
MDU,1.52,9.934211,2.33,1.0202014,0.14339,1.0202014,0.08603,675862016.0,Conglomerates
GWRE,2.46,75.626015,13.22,11.503833,-0.0047999998,11.503833,0.024600001,-41864000.0,Software—Application
GTN,-0.67,-8.64179,0.04,0.26871487,0.02253,0.26871487,0.18281001,818000000.0,Broadcasting
GNRC,8.23,20.523695,2.07,4.170926,0.123780005,4.170926,0.14369,660542976.0,Specialty Industrial Machinery
THG,13.48,10.97181,0.12,1.8502302,0.1463,1.8502302,0.088290006,513800000.0,Insurance—Property & Casualty
PENN,0.85,22.882353,-1.65,0.9520314,-0.33763,0.9520314,0.044499997,485600000.0,Resorts & Casinos
GLP,3.73,12.573727,-0.82,2.512859,0.16204001,2.512859,0.01895,359504992.0,Oil & Gas Midstream
SIGI,7.84,11.78699,1.53,1.8929493,0.08132,1.8929493,0.09944,359195008.0,Insurance—Property & Casualty
GSL,9.44,2.548729,0.2,0.637351,0.27632,0.637351,0.54089,454639008.0,Rental & Leasing Services
TV,0.03,83.66667,11.26,0.059361916,-0.03957,0.059361916,0.023740001,23354748928.0,Telecom Services
III,0.33,9.333333,1.53,1.5770609,-0.01026,1.5770609,0.056799997,10323000.0,Information Technology Services
GGB,0.51,6.0392156,-26.86,0.117525846,0.09758,0.117525846,0.09694,8555011072.0,Steel
WES,3.7,9.916216,0.72,4.2677674,0.48212,4.2677674,0.42457,2129708032.0,Oil & Gas Midstream
VNET,0.01,340.00003,-39.57,0.1503959,-0.37917,0.1503959,0.09762,1640979968.0,Information Technology Services
PAGP,1.67,10.377246,-13.03,2.2944524,0.08777001,2.2944524,0.02884,2440999936.0,Oil & Gas Midstream
PRAA,1.95,10.68718,0.42,0.717137,0.01871,0.717137,0.31391,261094000.0,Credit Services
MRC,1.09,11.174312,0.92,1.9850066,0.1259,1.9850066,0.05649,214000000.0,Oil & Gas Equipment & Services
VPG,1.54,15.266234,1.27,0.9529407,0.06521,0.9529407,0.076220006,50325000.0,Scientific & Technical Instruments
ROCK,4.74,14.124473,0.81,2.0256574,0.11686,2.0256574,0.13595,189690000.0,Building Products & Equipment
HUBG,2.45,17.65306,6.75,1.6327533,0.06663,1.6327533,0.03209,330755008.0,Integrated Freight & Logistics
GAIA,0.02,270.5,-1.42,1.5399942,-0.061350003,1.5399942,-0.09144,3259000.0,Entertainment
THR,2.26,11.685841,1.1,1.8767766,0.10805,1.8767766,0.13762,97466000.0,Specialty Industrial Machinery
HCKT,1.71,14.163742,1.05,6.549486,0.39687002,6.549486,0.16490999,59526000.0,Information Technology Services
GMED,3.32,22.554216,1.55,2.5489328,0.01365,2.5489328,0.18724,579852032.0,Medical Devices
GLOB,7.42,28.318058,0.33,5.1071897,0.096140005,5.1071897,0.10170999,343024000.0,Information Technology Services
TNET,5.4,15.5611105,2.27,32.319233,3.78417,32.319233,0.04689,392000000.0,Staffing & Employment Services
ORN,0.34,18.529411,-20.37,1.7208413,-0.09523,1.7208413,0.02743,30220000.0,Engineering & Construction
OB,0.25,17.6,8.41,1.0027348,-0.01227,1.0027348,-0.02628,8389000.0,Internet Content & Information
